Uniq Id,Crawl Timestamp,Pageurl,Pdp Url,Product Id,Product Name,List Price,Sale Price,Discount Percentage,Brand,Product Rank,Size,Availability,Product Description,Seller,Category Url,Input Seed Url,Color,Average Rating,Total Number Of Ratings,Type,Sleeve,Fit,Fabric Or Material,Neck,Pattern,Fabric Care,Closure,Suitable For,Collar,Ideal For,Rise Style,Leg Style,Ocassion,Length,Sleeve Length,Sleeve Type,Wash Care,Darts,Star1 Count,Star2 Count,Star3 Count,Star4 Count,Star5 Count,Gender,Fulfilled By,Best Seller Rank 1,Best Seller Rank 2,Date First Available,Sub Category 1,Sub Category 2,Sub Category 3,Sub Category 4,Sub Category 5,Image 1,Image 2,Image 3,Billing Id,Variant
PROD100159,2023-11-13T00:00:00,https://myntra.com/product/100159,https://myntra.com/product/100159/details,100159,Highlander Blue Solid Regular Fit Jeans,1834,586,68,Highlander,5.59,30,In Stock,Stylish jeans combining classic design with contemporary fit. Premium denim ensures all-day comfort.,Highlander Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,3.9,4721,Regular Fit Jeans,,Regular,Stretch Denim,,Solid,Machine Wash,Button,Everyday,,Men,High Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,143,330,708,1180,2360,Men,,980,,,Jeans,Regular Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100159/1.jpg,https://assets.myntra.com/images/100159/2.jpg,https://assets.myntra.com/images/100159/3.jpg,BILL100159,Blue
PROD100160,2023-11-19T00:00:00,https://myntra.com/product/100160,https://myntra.com/product/100160/details,100160,Puma Maroon Graphic Round Neck T-Shirt,3050,2348,23,Puma,56.25,28,In Stock,Casual t-shirt combining comfort with contemporary style. The perfect foundation for your casual wardrobe.,Puma Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Maroon,3.7,4884,Round Neck T-Shirt,Short Sleeve,Regular,Cotton Blend,Round Neck,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,148,341,732,1221,2442,Men,,,,,Tshirts,Round Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100160/1.jpg,https://assets.myntra.com/images/100160/2.jpg,https://assets.myntra.com/images/100160/3.jpg,BILL100160,Maroon
PROD100161,2023-11-04T00:00:00,https://myntra.com/product/100161,https://myntra.com/product/100161/details,100161,Nike Red Striped V-Neck T-Shirt,1204,734,39,Nike,11.23,37,In Stock,Everyday essential t-shirt in premium cotton. Simple yet stylish design works with any casual outfit.,Nike Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Red,4.9,4357,V-Neck T-Shirt,Sleeveless,Relaxed,Cotton Blend,Polo Collar,Striped,Machine Wash,,Sports,,Men,,,Sports,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,133,304,653,1089,2178,Men,,10,,,Tshirts,V-Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100161/1.jpg,https://assets.myntra.com/images/100161/2.jpg,https://assets.myntra.com/images/100161/3.jpg,BILL100161,Red
PROD100162,2023-11-03T00:00:00,https://myntra.com/product/100162,https://myntra.com/product/100162/details,100162,Jack & Jones Black Striped Henley T-Shirt,4064,2479,39,Jack & Jones,31.99,28,In Stock,Classic t-shirt designed for maximum comfort. Features quality cotton construction that gets softer with each wash.,Jack & Jones Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Black,3.9,3686,Henley T-Shirt,Short Sleeve,Regular,Jersey,V-Neck,Striped,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,112,258,552,921,1843,Men,,132,,,Tshirts,Henley T-Shirt,Men,Casual,,https://assets.myntra.com/images/100162/1.jpg,https://assets.myntra.com/images/100162/2.jpg,https://assets.myntra.com/images/100162/3.jpg,BILL100162,Black
PROD100163,2023-11-27T00:00:00,https://myntra.com/product/100163,https://myntra.com/product/100163/details,100163,Nike Olive Printed V-Neck T-Shirt,3998,1679,58,Nike,26.72,30,In Stock,Contemporary t-shirt offering style and ease. Perfect for layering or wearing solo during warm weather.,Nike Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Olive,5.0,4701,V-Neck T-Shirt,Short Sleeve,Relaxed,Cotton,Round Neck,Printed,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,142,329,705,1175,2350,Men,,757,,,Tshirts,V-Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100163/1.jpg,https://assets.myntra.com/images/100163/2.jpg,https://assets.myntra.com/images/100163/3.jpg,BILL100163,Olive
PROD100164,2023-11-09T00:00:00,https://myntra.com/product/100164,https://myntra.com/product/100164/details,100164,Park Avenue Navy Checked Formal Trousers,2264,1584,30,Park Avenue,45.51,37,In Stock,Classic trousers offering comfort and style. Perfect for business meetings and formal occasions.,Park Avenue Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,3.9,3767,Formal Trousers,,Regular,Cotton,,Checked,Machine Wash,Button,Casual,,Men,High Rise,,Casual,,,,"Machine wash cold, tumble dry low",,115,263,565,941,1883,Men,Myntra,563,,,Trousers,Formal Trousers,Men,Casual,,https://assets.myntra.com/images/100164/1.jpg,https://assets.myntra.com/images/100164/2.jpg,https://assets.myntra.com/images/100164/3.jpg,BILL100164,Navy
PROD100165,2023-11-30T00:00:00,https://myntra.com/product/100165,https://myntra.com/product/100165/details,100165,Blackberrys Blue Solid Straight Fit Jeans,1431,429,70,Blackberrys,76.08,38,In Stock,Stylish jeans combining classic design with contemporary fit. Premium denim ensures all-day comfort.,Blackberrys Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,3.2,2389,Straight Fit Jeans,,Skinny,Stretch Denim,,Solid,Machine Wash,Button,Casual,,Men,Mid Rise,Tapered,Casual,,,,"Machine wash cold, tumble dry low",,73,167,358,597,1194,Men,,82,,,Jeans,Straight Fit Jeans,Men,Casual,,https://assets.myntra.com/images/100165/1.jpg,https://assets.myntra.com/images/100165/2.jpg,https://assets.myntra.com/images/100165/3.jpg,BILL100165,Blue
PROD100166,2023-11-02T00:00:00,https://myntra.com/product/100166,https://myntra.com/product/100166/details,100166,Adidas Light Blue Solid Straight Fit Jeans,2651,1935,27,Adidas,53.21,29,In Stock,Comfortable jeans ideal for casual occasions. The fabric softens with wear while maintaining its structure.,Adidas Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,3.7,3627,Straight Fit Jeans,,Slim,Denim,,Solid,Machine Wash,Button,Casual,,Men,Low Rise,Regular,Casual,,,,"Machine wash cold, tumble dry low",,111,253,544,906,1813,Men,Myntra,57,,,Jeans,Straight Fit Jeans,Men,Casual,,https://assets.myntra.com/images/100166/1.jpg,https://assets.myntra.com/images/100166/2.jpg,https://assets.myntra.com/images/100166/3.jpg,BILL100166,Light Blue
PROD100167,2023-11-15T00:00:00,https://myntra.com/product/100167,https://myntra.com/product/100167/details,100167,Puma Brown Checked Dress Pants,2533,1165,54,Puma,3.51,36,In Stock,"Sophisticated trousers ideal for formal settings. Tailored fit ensures a sharp, polished appearance.",Puma Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Brown,4.9,3664,Dress Pants,,Regular,Cotton,,Checked,Machine Wash,Button,Casual,,Men,Mid Rise,,Casual,,,,"Machine wash cold, tumble dry low",,111,256,549,916,1832,Men,,793,,,Trousers,Dress Pants,Men,Casual,,https://assets.myntra.com/images/100167/1.jpg,https://assets.myntra.com/images/100167/2.jpg,https://assets.myntra.com/images/100167/3.jpg,BILL100167,Brown
PROD100168,2023-11-02T00:00:00,https://myntra.com/product/100168,https://myntra.com/product/100168/details,100168,Pepe Jeans Blue Graphic Crew Neck T-Shirt,2091,585,72,Pepe Jeans,27.8,35,Out of Stock,Comfortable casual t-shirt perfect for everyday wear. Made from soft cotton for all-day comfort.,Pepe Jeans Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,3.4,1507,Crew Neck T-Shirt,Sleeveless,Regular,Jersey,Round Neck,Graphic,Machine Wash,,Everyday,,Men,,,Everyday,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,47,105,226,376,753,Men,Myntra,776,,,Tshirts,Crew Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100168/1.jpg,https://assets.myntra.com/images/100168/2.jpg,https://assets.myntra.com/images/100168/3.jpg,BILL100168,Blue
PROD100169,2023-11-11T00:00:00,https://myntra.com/product/100169,https://myntra.com/product/100169/details,100169,Blackberrys Navy Solid Checked Shirt,2802,700,75,Blackberrys,12.08,37,In Stock,Premium shirt offering exceptional comfort and style. The refined cut flatters all body types.,Blackberrys Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Navy,3.6,2731,Checked Shirt,Long Sleeve,Tailored,Cotton,Mandarin Collar,Solid,Machine Wash,Button,Office,Mandarin Collar,Men,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,84,191,409,682,1365,Men,,,,,Shirts,Checked Shirt,Men,Office,,https://assets.myntra.com/images/100169/1.jpg,https://assets.myntra.com/images/100169/2.jpg,https://assets.myntra.com/images/100169/3.jpg,BILL100169,Navy
PROD100170,2023-11-10T00:00:00,https://myntra.com/product/100170,https://myntra.com/product/100170/details,100170,Raymond Navy Solid Casual Trousers,1858,1151,38,Raymond,89.03,33,In Stock,Classic trousers offering comfort and style. Perfect for business meetings and formal occasions.,Raymond Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,3.5,1559,Casual Trousers,,Tailored,Wool Blend,,Solid,Machine Wash,Button,Office,,Men,Mid Rise,,Office,,,,"Machine wash cold, tumble dry low",,49,109,233,389,779,Men,,967,,,Trousers,Casual Trousers,Men,Office,,https://assets.myntra.com/images/100170/1.jpg,https://assets.myntra.com/images/100170/2.jpg,https://assets.myntra.com/images/100170/3.jpg,BILL100170,Navy
PROD100171,2023-11-07T00:00:00,https://myntra.com/product/100171,https://myntra.com/product/100171/details,100171,Levi's Grey Washed Relaxed Fit Jeans,3928,1728,56,Levi's,38.67,29,In Stock,Reliable jeans perfect for casual weekends. The versatile wash works with any casual outfit.,Levi's Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Grey,3.1,3303,Relaxed Fit Jeans,,Skinny,Denim,,Washed,Machine Wash,Button,Everyday,,Men,Mid Rise,Tapered,Everyday,,,,"Machine wash cold, tumble dry low",,101,231,495,825,1651,Men,,323,,,Jeans,Relaxed Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100171/1.jpg,https://assets.myntra.com/images/100171/2.jpg,https://assets.myntra.com/images/100171/3.jpg,BILL100171,Grey
PROD100172,2023-11-24T00:00:00,https://myntra.com/product/100172,https://myntra.com/product/100172/details,100172,Nike Blue Washed Relaxed Fit Jeans,3479,800,77,Nike,10.88,35,In Stock,Reliable jeans perfect for casual weekends. The versatile wash works with any casual outfit.,Nike Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,3.4,2589,Relaxed Fit Jeans,,Relaxed,Stretch Denim,,Washed,Machine Wash,Button,Everyday,,Men,High Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,79,181,388,647,1294,Men,,691,,,Jeans,Relaxed Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100172/1.jpg,https://assets.myntra.com/images/100172/2.jpg,https://assets.myntra.com/images/100172/3.jpg,BILL100172,Blue
PROD100173,2023-11-01T00:00:00,https://myntra.com/product/100173,https://myntra.com/product/100173/details,100173,Blackberrys Charcoal Solid Dress Pants,3179,699,78,Blackberrys,39.36,31,In Stock,Professional trousers designed for the workplace. Premium fabric with wrinkle-resistant properties.,Blackberrys Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Charcoal,4.8,1016,Dress Pants,,Slim,Wool Blend,,Solid,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,31,71,152,254,508,Men,,,,,Trousers,Dress Pants,Men,Formal,,https://assets.myntra.com/images/100173/1.jpg,https://assets.myntra.com/images/100173/2.jpg,https://assets.myntra.com/images/100173/3.jpg,BILL100173,Charcoal
PROD100174,2023-11-15T00:00:00,https://myntra.com/product/100174,https://myntra.com/product/100174/details,100174,Nike Blue Graphic V-Neck T-Shirt,2083,1395,33,Nike,71.08,36,In Stock,Classic t-shirt designed for maximum comfort. Features quality cotton construction that gets softer with each wash.,Nike Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,4.5,1959,V-Neck T-Shirt,Sleeveless,Regular,Cotton,V-Neck,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,61,137,293,489,979,Men,Myntra,488,,,Tshirts,V-Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100174/1.jpg,https://assets.myntra.com/images/100174/2.jpg,https://assets.myntra.com/images/100174/3.jpg,BILL100174,Blue
PROD100175,2023-11-14T00:00:00,https://myntra.com/product/100175,https://myntra.com/product/100175/details,100175,Reebok Black Checked Casual Shirt,1480,695,53,Reebok,65.8,31,In Stock,Contemporary shirt with attention to detail. Premium fabric ensures durability and comfort throughout the day.,Reebok Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Black,3.7,834,Casual Shirt,Short Sleeve,Regular,Linen,Spread Collar,Checked,Machine Wash,Button,Office,Spread Collar,Men,,,Office,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,26,58,125,208,417,Men,,172,,,Shirts,Casual Shirt,Men,Office,,https://assets.myntra.com/images/100175/1.jpg,https://assets.myntra.com/images/100175/2.jpg,https://assets.myntra.com/images/100175/3.jpg,BILL100175,Black
PROD100176,2023-11-21T00:00:00,https://myntra.com/product/100176,https://myntra.com/product/100176/details,100176,Jack & Jones Grey Distressed Regular Fit Jeans,2204,683,69,Jack & Jones,61.66,29,In Stock,Versatile jeans crafted from quality denim. The perfect blend of comfort and durability for everyday wear.,Jack & Jones Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Grey,4.0,1106,Regular Fit Jeans,,Relaxed,Stretch Denim,,Distressed,Machine Wash,Button,Everyday,,Men,Low Rise,Tapered,Everyday,,,,"Machine wash cold, tumble dry low",,35,77,165,276,553,Men,Myntra,447,,,Jeans,Regular Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100176/1.jpg,https://assets.myntra.com/images/100176/2.jpg,https://assets.myntra.com/images/100176/3.jpg,BILL100176,Grey
PROD100177,2023-11-21T00:00:00,https://myntra.com/product/100177,https://myntra.com/product/100177/details,100177,Raymond Beige Printed Solid Shirt,2696,1671,38,Raymond,19.04,33,In Stock,A sophisticated formal shirt perfect for office wear. Features premium cotton fabric with impeccable tailoring.,Raymond Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Beige,4.0,4096,Solid Shirt,Long Sleeve,Regular,Polyester,Mandarin Collar,Printed,Machine Wash,Button,Office,Mandarin Collar,Men,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,124,286,614,1024,2048,Men,Myntra,237,,,Shirts,Solid Shirt,Men,Office,,https://assets.myntra.com/images/100177/1.jpg,https://assets.myntra.com/images/100177/2.jpg,https://assets.myntra.com/images/100177/3.jpg,BILL100177,Beige
PROD100178,2023-11-14T00:00:00,https://myntra.com/product/100178,https://myntra.com/product/100178/details,100178,Peter England Black Distressed Relaxed Fit Jeans,1714,1268,26,Peter England,96.17,32,Out of Stock,Essential denim jeans for your everyday wardrobe. Features reinforced stitching for lasting durability.,Peter England Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Black,4.5,2275,Relaxed Fit Jeans,,Skinny,Stretch Denim,,Distressed,Machine Wash,Button,Casual,,Men,Mid Rise,Straight,Casual,,,,"Machine wash cold, tumble dry low",,70,159,341,568,1137,Men,Myntra,53,,,Jeans,Relaxed Fit Jeans,Men,Casual,,https://assets.myntra.com/images/100178/1.jpg,https://assets.myntra.com/images/100178/2.jpg,https://assets.myntra.com/images/100178/3.jpg,BILL100178,Black
PROD100179,2023-11-27T00:00:00,https://myntra.com/product/100179,https://myntra.com/product/100179/details,100179,Pepe Jeans Black Graphic Polo T-Shirt,1095,503,54,Pepe Jeans,89.07,37,In Stock,Modern casual t-shirt with clean lines. Quality construction ensures longevity and lasting comfort.,Pepe Jeans Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Black,3.3,4128,Polo T-Shirt,Short Sleeve,Relaxed,Cotton,Polo Collar,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,125,288,619,1032,2064,Men,,,,,Tshirts,Polo T-Shirt,Men,Casual,,https://assets.myntra.com/images/100179/1.jpg,https://assets.myntra.com/images/100179/2.jpg,https://assets.myntra.com/images/100179/3.jpg,BILL100179,Black
PROD100180,2023-11-25T00:00:00,https://myntra.com/product/100180,https://myntra.com/product/100180/details,100180,Roadster Grey Striped V-Neck T-Shirt,999,549,45,Roadster,19.9,37,In Stock,Relaxed fit t-shirt ideal for casual weekends. Soft fabric ensures comfort from morning to night.,Roadster Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Grey,4.4,4754,V-Neck T-Shirt,Sleeveless,Relaxed,Cotton,Polo Collar,Striped,Machine Wash,,Sports,,Men,,,Sports,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,144,332,713,1188,2377,Men,Myntra,436,,,Tshirts,V-Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100180/1.jpg,https://assets.myntra.com/images/100180/2.jpg,https://assets.myntra.com/images/100180/3.jpg,BILL100180,Grey
PROD100181,2023-11-02T00:00:00,https://myntra.com/product/100181,https://myntra.com/product/100181/details,100181,Adidas Black Solid V-Neck T-Shirt,1390,806,42,Adidas,94.12,28,In Stock,Versatile t-shirt suitable for various casual occasions. The durable fabric maintains its shape and color.,Adidas Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Black,4.7,2874,V-Neck T-Shirt,Sleeveless,Relaxed,Polyester,Round Neck,Solid,Machine Wash,,Sports,,Men,,,Sports,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,87,201,431,718,1437,Men,Myntra,221,,,Tshirts,V-Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100181/1.jpg,https://assets.myntra.com/images/100181/2.jpg,https://assets.myntra.com/images/100181/3.jpg,BILL100181,Black
PROD100182,2023-11-18T00:00:00,https://myntra.com/product/100182,https://myntra.com/product/100182/details,100182,Wrangler Light Blue Distressed Slim Fit Jeans,1672,1203,28,Wrangler,52.87,38,In Stock,Contemporary jeans designed for the modern man. Stretch denim provides flexibility without compromising style.,Wrangler Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,4.6,4173,Slim Fit Jeans,,Straight,Denim,,Distressed,Machine Wash,Button,Everyday,,Men,High Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,127,292,625,1043,2086,Men,,554,,,Jeans,Slim Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100182/1.jpg,https://assets.myntra.com/images/100182/2.jpg,https://assets.myntra.com/images/100182/3.jpg,BILL100182,Light Blue
PROD100183,2023-11-02T00:00:00,https://myntra.com/product/100183,https://myntra.com/product/100183/details,100183,Highlander Light Blue Checked Casual Shirt,2973,2378,20,Highlander,73.76,30,In Stock,Professional shirt engineered for all-day comfort. The fabric resists wrinkles while maintaining shape.,Highlander Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Light Blue,3.6,128,Casual Shirt,Short Sleeve,Tailored,Cotton Blend,Button-Down Collar,Checked,Machine Wash,Button,Office,Button-Down Collar,Men,,,Office,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,5,8,19,32,64,Men,,43,,,Shirts,Casual Shirt,Men,Office,,https://assets.myntra.com/images/100183/1.jpg,https://assets.myntra.com/images/100183/2.jpg,https://assets.myntra.com/images/100183/3.jpg,BILL100183,Light Blue
PROD100184,2023-11-09T00:00:00,https://myntra.com/product/100184,https://myntra.com/product/100184/details,100184,Adidas Pink Striped Solid Shirt,3972,2939,26,Adidas,93.96,36,In Stock,Classic shirt designed for the modern gentleman. Offers comfort and style for professional settings.,Adidas Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Pink,3.3,4367,Solid Shirt,Long Sleeve,Regular,Cotton,Classic Collar,Striped,Machine Wash,Button,Office,Classic Collar,Men,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,133,305,655,1091,2183,Men,,412,,,Shirts,Solid Shirt,Men,Office,,https://assets.myntra.com/images/100184/1.jpg,https://assets.myntra.com/images/100184/2.jpg,https://assets.myntra.com/images/100184/3.jpg,BILL100184,Pink
PROD100185,2023-11-07T00:00:00,https://myntra.com/product/100185,https://myntra.com/product/100185/details,100185,Lee Black Washed Skinny Jeans,599,341,43,Lee,82.07,29,In Stock,Versatile jeans crafted from quality denim. The perfect blend of comfort and durability for everyday wear.,Lee Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Black,3.6,3176,Skinny Jeans,,Relaxed,Denim,,Washed,Machine Wash,Button,Everyday,,Men,High Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,96,222,476,794,1588,Men,Myntra,306,,,Jeans,Skinny Jeans,Men,Everyday,,https://assets.myntra.com/images/100185/1.jpg,https://assets.myntra.com/images/100185/2.jpg,https://assets.myntra.com/images/100185/3.jpg,BILL100185,Black
PROD100186,2023-11-23T00:00:00,https://myntra.com/product/100186,https://myntra.com/product/100186/details,100186,Wrangler White Solid Round Neck T-Shirt,909,181,80,Wrangler,75.91,37,In Stock,Modern casual t-shirt with clean lines. Quality construction ensures longevity and lasting comfort.,Wrangler Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,White,4.6,74,Round Neck T-Shirt,Short Sleeve,Slim,Jersey,V-Neck,Solid,Machine Wash,,Everyday,,Men,,,Everyday,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,3,5,11,18,37,Men,Myntra,409,,,Tshirts,Round Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100186/1.jpg,https://assets.myntra.com/images/100186/2.jpg,https://assets.myntra.com/images/100186/3.jpg,BILL100186,White
PROD100187,2023-11-13T00:00:00,https://myntra.com/product/100187,https://myntra.com/product/100187/details,100187,Levi's Grey Checked Casual Trousers,722,332,54,Levi's,35.25,37,In Stock,Contemporary trousers with refined details. Quality construction ensures durability and lasting shape.,Levi's Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Grey,4.5,1378,Casual Trousers,,Regular,Cotton,,Checked,Machine Wash,Button,Casual,,Men,Mid Rise,,Casual,,,,"Machine wash cold, tumble dry low",,43,96,206,344,689,Men,,284,,,Trousers,Casual Trousers,Men,Casual,,https://assets.myntra.com/images/100187/1.jpg,https://assets.myntra.com/images/100187/2.jpg,https://assets.myntra.com/images/100187/3.jpg,BILL100187,Grey
PROD100188,2023-11-30T00:00:00,https://myntra.com/product/100188,https://myntra.com/product/100188/details,100188,Louis Philippe Grey Striped Checked Shirt,2835,2324,18,Louis Philippe,6.23,34,In Stock,Elegant shirt perfect for business meetings and formal occasions. Sophisticated styling with superior fit.,Louis Philippe Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Grey,4.5,1209,Checked Shirt,Long Sleeve,Regular,Linen,Button-Down Collar,Striped,Machine Wash,Button,Formal,Button-Down Collar,Men,,,Formal,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,38,84,181,302,604,Men,Myntra,,,,Shirts,Checked Shirt,Men,Formal,,https://assets.myntra.com/images/100188/1.jpg,https://assets.myntra.com/images/100188/2.jpg,https://assets.myntra.com/images/100188/3.jpg,BILL100188,Grey
PROD100189,2023-11-03T00:00:00,https://myntra.com/product/100189,https://myntra.com/product/100189/details,100189,Reebok Red Printed Henley T-Shirt,713,534,25,Reebok,64.37,28,Out of Stock,Comfortable casual t-shirt perfect for everyday wear. Made from soft cotton for all-day comfort.,Reebok Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Red,4.8,2431,Henley T-Shirt,Short Sleeve,Regular,Jersey,V-Neck,Printed,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,75,170,364,607,1215,Men,,823,,,Tshirts,Henley T-Shirt,Men,Casual,,https://assets.myntra.com/images/100189/1.jpg,https://assets.myntra.com/images/100189/2.jpg,https://assets.myntra.com/images/100189/3.jpg,BILL100189,Red
PROD100190,2023-11-09T00:00:00,https://myntra.com/product/100190,https://myntra.com/product/100190/details,100190,Pepe Jeans Blue Solid Relaxed Fit Jeans,3035,1183,61,Pepe Jeans,63.24,36,In Stock,Contemporary jeans designed for the modern man. Stretch denim provides flexibility without compromising style.,Pepe Jeans Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.3,1656,Relaxed Fit Jeans,,Straight,Stretch Denim,,Solid,Machine Wash,Button,Everyday,,Men,Mid Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,51,115,248,414,828,Men,,,,,Jeans,Relaxed Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100190/1.jpg,https://assets.myntra.com/images/100190/2.jpg,https://assets.myntra.com/images/100190/3.jpg,BILL100190,Blue
PROD100191,2023-11-04T00:00:00,https://myntra.com/product/100191,https://myntra.com/product/100191/details,100191,Puma Blue Graphic Round Neck T-Shirt,2636,1318,50,Puma,53.6,38,In Stock,Comfortable casual t-shirt perfect for everyday wear. Made from soft cotton for all-day comfort.,Puma Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,3.4,3873,Round Neck T-Shirt,Sleeveless,Slim,Polyester,V-Neck,Graphic,Machine Wash,,Everyday,,Men,,,Everyday,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,118,271,580,968,1936,Men,,,,,Tshirts,Round Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100191/1.jpg,https://assets.myntra.com/images/100191/2.jpg,https://assets.myntra.com/images/100191/3.jpg,BILL100191,Blue
PROD100192,2023-11-08T00:00:00,https://myntra.com/product/100192,https://myntra.com/product/100192/details,100192,Wrangler Black Graphic Round Neck T-Shirt,2916,2303,21,Wrangler,25.36,38,In Stock,Essential wardrobe staple crafted from breathable fabric. Ideal for weekend outings and relaxed settings.,Wrangler Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Black,4.4,36,Round Neck T-Shirt,Short Sleeve,Relaxed,Jersey,Round Neck,Graphic,Machine Wash,,Sports,,Men,,,Sports,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,2,2,5,9,18,Men,Myntra,216,,,Tshirts,Round Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100192/1.jpg,https://assets.myntra.com/images/100192/2.jpg,https://assets.myntra.com/images/100192/3.jpg,BILL100192,Black
PROD100193,2023-11-01T00:00:00,https://myntra.com/product/100193,https://myntra.com/product/100193/details,100193,Flying Machine Blue Solid Solid Shirt,1654,628,62,Flying Machine,60.24,30,In Stock,Timeless shirt that belongs in every man's wardrobe. Features quality construction and elegant design.,Flying Machine Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Blue,4.0,3921,Solid Shirt,Long Sleeve,Regular,Cotton,Mandarin Collar,Solid,Machine Wash,Button,Office,Mandarin Collar,Men,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,119,274,588,980,1960,Men,Myntra,879,,,Shirts,Solid Shirt,Men,Office,,https://assets.myntra.com/images/100193/1.jpg,https://assets.myntra.com/images/100193/2.jpg,https://assets.myntra.com/images/100193/3.jpg,BILL100193,Blue
